component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor,manufacturing_method,estimation_cost,modulus_gpa,thermal_expansion_alpha,density_kg_m3,delta_temp,thermal_stress_estimate_pa,temp_degradation_factor,adjusted_yield_point_pa,stress_to_yield_ratio,load_intensity,material_efficiency,safety_factor_capped
cam,9506.877208,684.6683422,steel,2068581.715,1.03e-05,71700952.55,34.66189034,Casting,359.71,200.0,12.0,7850,664.6683422,1595204021.28,0.6676658288999999,47872275.91721531,0.028850128783958536,0.0001325906681835289,0.004415527431847133,34.66189034
bolt,2286.240882,795.8227187,chromium,1182216.824,4.24e-06,134725760.4,113.9602802,Machining,239.86,279.0,4.9,7190,775.8227187,1060627238.7347702,0.61208864065,82464107.5437736,0.008774987207272055,1.6969589744471763e-05,0.015849830347705145,113.9602802
bolt,6183.838419,116.0706539,chromium,689878.4578,2.47e-06,361309782.0,523.7296192,Casting,260.35,279.0,4.9,7190,96.0706539,131338190.94669002,0.95196467305,343954148.4913968,0.00190938217609619,1.7115059505917278e-05,0.07284139349095967,523.7296192
shaft,8965.208497,853.3509431,chromium,914026.6075,3.28e-06,115549685.6,126.4182953,Forging,274.7,279.0,4.9,7190,833.3509431,1139274074.3120103,0.5833245284499999,67402965.86516574,0.007910247464143686,7.75874763349421e-05,0.017582516731571626,126.4182953
valve_body,5389.389278,709.2468198,chromium,772011.0835,2.77e-06,163584393.4,211.8938405,Injection Molding,261.74,279.0,4.9,7190,689.2468198,942269327.3485802,0.6553765900999999,107209381.94006895,0.004719344354643063,3.2945620092387123e-05,0.02947063150208623,211.8938405
piston,3914.056973,458.5457904,steel,423066.7205,2.12e-06,130587033.7,308.6677051,Machining,427.36,200.0,12.0,7850,438.5457904,1052509896.9599999,0.7807271048,101952836.74502103,0.003239729921976166,2.9972784143269807e-05,0.03932072676433121,308.6677051
shaft,3965.108355,114.3691354,aluminium,750398.5709,1.07e-05,102346193.6,136.3891105,3D Printing,353.78,69.0,23.1,2700,94.3691354,150414964.91406,0.9528154323,97517032.69924349,0.007331963647156098,3.874211844650371e-05,0.050514485370370364,136.3891105
spring,968.8385973,691.9529528,steel,121853.8301,6.09e-07,69803918.54,572.849606,Casting,400.08,200.0,12.0,7850,671.9529528,1612687086.72,0.6640235235999999,46351443.95001817,0.0017456588777344016,1.387942994553841e-05,0.07297447210191083,572.849606
bracket,3616.64448,46.94765679,titanium,14136792.01,0.000128516,841315429.0,59.51247134,Casting,131.32,116.0,8.6,4500,26.947656790000003,26882982.413704,0.986526171605,829979689.2835882,0.016803200705356375,4.298797282606355e-06,0.01322499363111111,59.51247134
bolt,2020.617963,511.1249757,titanium,351217.5155,3.19e-06,261093780.3,743.3962397,Milling,275.19,116.0,8.6,4500,491.1249757,489946275.7583199,0.75443751215,196978942.04737067,0.0013451776411389298,7.73905054604627e-06,0.1651991643777778,743.3962397
spring,1956.045375,666.3562075,steel,225013.8539,1.13e-06,76469737.64,339.8445754,Machining,465.68,200.0,12.0,7850,646.3562075,1551254898.0,0.67682189625,51756392.8352448,0.0029425215888579056,2.5579339427167414e-05,0.043292302598726115,339.8445754
housing,9134.321942,256.552015,aluminium,1244439.491,1.78e-05,43103327.09,34.63674,Casting,305.54,69.0,23.1,2700,236.55201499999998,377040256.70849997,0.8817239925,38005237.65182821,0.028871077362580454,0.00021191686486120856,0.012828422222222224,34.63674
pulley,1143.395392,41.66688302,abs_plastic,1500937.503,0.000750469,26111038.99,17.39648649,Forging,418.17,2.3,73.8,1050,21.66688302,3677736.7238147995,0.98916655849,25828166.576336503,0.057482871653434735,4.378973170841257e-05,0.016568082371428573,17.39648649
piston,1667.264361,706.7800025,steel,673709.3506,3.37e-06,65942707.69,97.88005412,Casting,212.64,200.0,12.0,7850,686.7800025,1648272006.0,0.65660999875,43298641.21390252,0.01021658609723977,2.5283528981519746e-05,0.012468796703184713,97.88005412
pulley,9167.945441,64.53238919,aluminium,952176.5898,1.36e-05,123111504.5,129.2948239,Machining,434.41,69.0,23.1,2700,44.53238919,70980175.129941,0.977733805405,120370279.78391978,0.007734261665204489,7.446863295379515e-05,0.04788697181481482,129.2948239
bolt,4867.209665,192.0899905,steel,151043971.8,0.015076292,71490802.23,0.473311191,Injection Molding,218.64,200.0,12.0,7850,172.0899905,413015977.2,0.91395500475,65339376.49170097,2.1127748897552134,6.808162047673248e-05,6.029441923566879e-05,0.473311191
bolt,5721.922017,180.2391146,steel,176370545.7,0.003119602,262765477.9,1.489848981,Casting,433.25,200.0,12.0,7850,160.2391146,384573875.03999996,0.9198804427,241712824.13692906,0.671208969722883,2.1775775351956915e-05,0.00018978967910828024,1.489848981
bolt,4797.992459,147.8689931,aluminium,80509376.28,0.001341856,247148718.6,3.06981286,3D Printing,467.77,69.0,23.1,2700,127.86899310000001,203810388.10209003,0.93606550345,231347389.70333135,0.32575275621922645,1.941338189483132e-05,0.001136967725925926,3.06981286
bolt,407.1685991,157.504743,abs_plastic,140764901.7,0.015017069,62333834.09,0.442822276,Forging,463.25,2.3,73.8,1050,137.504743,23340055.076819994,0.9312476285,58048235.17162496,2.25824231342417,6.532064087572637e-06,0.000421735500952381,0.442822276
bolt,4210.28492,137.629743,aluminium,33012412.73,0.010942435,224017768.3,6.785864763,Casting,498.35,69.0,23.1,2700,117.62974299999999,187490047.36769998,0.9411851285,210842192.04371876,0.14736515313281068,1.879442399569695e-05,0.0025132832455555558,6.785864763
bolt,6516.794297,66.34955495,abs_plastic,66231447.64,0.00187909,38810908.74,0.585989135,Machining,397.9,2.3,73.8,1050,46.34955495,7867373.4572129985,0.976825222525,37911474.56634797,1.7065162808656253,0.0001679114070906447,0.0005580848904761905,0.585989135
bolt,5890.45727,108.5114865,abs_plastic,109192687.1,0.006833654,51003022.77,0.467091928,3D Printing,310.26,2.3,73.8,1050,88.5114865,15023939.718509998,0.95574425675,48745846.08931698,2.1409061888823415,0.00011549231692723845,0.00044484945523809525,0.467091928
bolt,2997.705363,100.3683995,aluminium,132612684.4,0.018114336,245576893.1,1.851835623,Milling,171.1,69.0,23.1,2700,80.3683995,128099191.96305,0.95981580025,235708582.1736852,0.5400047322286121,1.22067891859e-05,0.0006858650455555556,1.851835623
bolt,2314.093507,135.4019016,abs_plastic,83983652.0,0.005761642,93178127.52,1.109479349,Milling,107.99,2.3,73.8,1050,115.4019016,19588318.777583998,0.9422990492,87801660.96833235,0.9013236715019147,2.4835157870105266e-05,0.001056646999047619,1.109479349
bolt,9721.604492,198.7817728,brass,161007011.3,0.018634787,145253381.1,0.902155626,3D Printing,74.37,100.0,19.0,8500,178.7817728,339685368.31999993,0.9106091136,132269052.61087398,1.1084562030893752,6.692859345771195e-05,0.000106135956,0.902155626
bolt,5584.334849,166.1642157,brass,125701393.4,0.009299558,91934623.28,0.731373144,Milling,360.06,100.0,19.0,8500,146.1642157,277712009.83,0.92691789215,85215847.22630192,1.3672911131332806,6.0742456430066745e-05,8.604389929411764e-05,0.731373144
bolt,8808.99402,165.1654277,aluminium,132866333.7,0.000852696,236354075.6,1.778886111,Machining,246.9,69.0,23.1,2700,145.1654277,231379175.21103,0.92741728615,219198855.3634439,0.5621495350258305,3.727032841569498e-05,0.0006588467077777778,1.778886111
bolt,6378.099085,129.8802331,abs_plastic,185425918.6,0.009860353,95956887.94,0.517494473,Machining,383.47,2.3,73.8,1050,109.8802331,18651070.766393997,0.94505988345,90685005.3328011,1.9323877897743336,6.6468382019518e-05,0.000492851879047619,0.517494473
bolt,7435.2917,48.19840629,brass,57873008.99,0.01388656,110604012.5,1.911150197,Milling,297.39,100.0,19.0,8500,28.19840629,53576971.951,0.985900796855,109044584.05911037,0.5232451127394677,6.722443003593563e-05,0.00022484119964705882,1.911150197
bolt,3132.791763,82.51162448,abs_plastic,185597859.0,0.005637232,151817922.5,0.817993932,3D Printing,84.1,2.3,73.8,1050,62.511624479999995,10610723.139235197,0.96874418776,147072730.01967314,1.2225029558022045,2.0635190571785096e-05,0.0007790418400000001,0.817993932
bolt,2445.846236,103.7899464,brass,126830561.8,0.015596467,72321367.12,0.570220348,Milling,181.86,100.0,19.0,8500,83.7899464,159200898.16,0.9581050268,69291465.38272025,1.7537080236544067,3.381913718447417e-05,6.70847468235294e-05,0.570220348
bolt,7766.186168,85.18427534,abs_plastic,28085657.58,0.014783389,299934419.1,10.67927351,Injection Molding,429.48,2.3,73.8,1050,65.18427534,11064378.896211598,0.96740786233,290158915.22072136,0.09363932843811454,2.589294750266959e-05,0.010170736676190477,10.67927351
bolt,5309.723751,176.471555,aluminium,22998983.91,0.011813657,39106050.76,1.700338194,Milling,303.13,69.0,23.1,2700,156.471555,249400011.5145,0.9217642225,36046558.473836936,0.5881182953284747,0.00013577754970929212,0.0006297548866666667,1.700338194
bolt,1576.732232,180.6575901,abs_plastic,103304704.6,0.008213232,292737223.2,2.833725959,3D Printing,433.25,2.3,73.8,1050,160.6575901,27270019.343573995,0.91967120495,269221994.79406106,0.3528922747532573,5.386169257070415e-06,0.0026987866276190478,2.833725959
bolt,7986.57369,20.22445842,steel,92682083.08,0.019048669,149099087.4,1.608715325,Casting,224.88,200.0,12.0,7850,0.22445842000000127,538700.208000003,0.99988777079,149082354.1272094,0.6216140198856777,5.356554375530001e-05,0.00020493188853503184,1.608715325
bolt,9225.552266,129.3667149,brass,191460684.7,0.005020857,176673784.0,0.922767953,Casting,484.72,100.0,19.0,8500,109.3667149,207796758.30999997,0.94531664255,167012668.3174839,1.0836960660784851,5.2218003470169634e-05,0.00010856093564705883,0.922767953
bolt,6031.836583,119.1902986,steel,95243496.31,0.015450719,142147449.4,1.492463579,3D Printing,157.98,200.0,12.0,7850,99.1902986,238056716.64000002,0.9504048507,135097625.42439282,0.6700331009245671,4.2433660318635306e-05,0.00019012274891719747,1.492463579
bolt,1290.033815,143.1574162,abs_plastic,127823308.5,0.011940389,23309780.7,0.182359391,3D Printing,91.98,2.3,73.8,1050,123.1574162,20904739.825787995,0.9384212919,21874394.518399686,5.483677008595795,5.534302667206132e-05,0.0001736756104761905,0.182359391
bolt,9764.4375,100.1763093,brass,26155609.09,0.013508617,129089331.7,4.935435884,Milling,386.66,100.0,19.0,8500,80.1763093,152334987.67,0.95991184535,123914378.60714525,0.2026163490472234,7.5640933076424e-05,0.0005806395157647059,4.935435884
bolt,4486.286975,77.88722274,brass,107026383.5,0.000957755,101016182.1,0.94384374,Casting,476.06,100.0,19.0,8500,57.88722274,109985723.20599999,0.97105638863,98092408.98321645,1.0594974119498028,4.441156735223712e-05,0.00011104044000000001,0.94384374
bolt,1353.288642,195.0644756,brass,194503644.5,0.013395527,200326302.3,1.029935983,3D Printing,393.86,100.0,19.0,8500,175.0644756,332622503.64,0.9124677622,182791292.76948172,0.9709341322974142,6.7554216618713075e-06,0.0001211689391764706,1.029935983
bolt,3322.516457,78.71611751,aluminium,26158933.62,0.012042342,96618340.08,3.693512185,Forging,133.52,69.0,23.1,2700,58.716117510000004,93587619.699189,0.970641941245,93781813.17512079,0.2707450117476703,3.4388051525714024e-05,0.001367967475925926,3.693512185
bolt,2555.145187,170.9229408,brass,143832210.7,0.00884145,284204677.4,1.975945972,Milling,224.88,100.0,19.0,8500,150.9229408,286753587.5199999,0.9245385296,262758174.54883835,0.5060867119282675,8.99051067834396e-06,0.000232464232,1.975945972
bolt,5032.977,105.2596256,brass,12586458.44,0.005198862,58451906.74,4.644031282,3D Printing,282.19,100.0,19.0,8500,85.2596256,161993288.64,0.9573701872,55960112.89787074,0.21533016016031506,8.610458205216797e-05,0.0005463566214117647,4.644031282
bolt,2092.586339,163.382135,aluminium,22769383.81,0.013012366,38437767.5,1.688133847,Casting,458.56,69.0,23.1,2700,143.382135,228536784.9765,0.9283089325,35682122.9156082,0.5923700904325413,5.4440891734932315e-05,0.0006252347581481481,1.688133847
bolt,7700.920808,101.2433788,brass,107704181.4,0.016014497,110533406.7,1.026268482,Machining,226.55,100.0,19.0,8500,81.2433788,154362419.72,0.9593783106,106043352.98470873,0.9744038894261277,6.967052801422432e-05,0.00012073746847058824,1.026268482
bolt,7586.493525,68.72997496,brass,15793324.62,0.017972303,135893883.9,8.604514074,Forging,396.42,100.0,19.0,8500,48.72997496000001,92586952.424,0.97563501252,132582831.12016793,0.11621806785375127,5.582660019182806e-05,0.0010122957734117648,8.604514074
bolt,6293.823769,51.64748876,aluminium,144123869.8,0.001452101,267869994.1,1.858609503,Forging,221.59,69.0,23.1,2700,31.64748876,50442932.334564,0.98417625562,263631287.78628948,0.5380366333460863,2.3495814789357923e-05,0.0006883738900000001,1.858609503
bolt,5071.768691,132.6364821,steel,176011430.7,0.014643702,245286003.5,1.393579965,Forging,373.07,200.0,12.0,7850,112.6364821,270327557.03999996,0.94368175895,231471927.22869584,0.717576332071471,2.0676959217528286e-05,0.0001775261101910828,1.393579965
bolt,9311.789124,152.8991492,abs_plastic,139993068.8,0.001706577,163843349.0,1.170367579,3D Printing,472.55,2.3,73.8,1050,132.8991492,22558301.585208,0.9335504254,152956028.15791067,0.8544324176381429,5.683348870023403e-05,0.0011146357895238097,1.170367579
bolt,1606.101278,138.6762599,abs_plastic,34516661.36,0.010245522,150965672.0,4.373704352,3D Printing,252.26,2.3,73.8,1050,118.67625989999999,20144108.355425995,0.94066187005,142007651.33687493,0.22863913963169058,1.0638850917048215e-05,0.004165432716190476,4.373704352
bolt,9647.340447,40.53739756,abs_plastic,61345220.13,0.017557077,176737421.6,2.881030033,Machining,233.97,2.3,73.8,1050,20.537397560000002,3486017.8618344,0.98973130122,174922558.25443572,0.3470980824244411,5.458572587323522e-05,0.002743838126666667,2.881030033
bolt,228.0792201,162.8955531,aluminium,56836361.78,0.008545362,281844335.2,4.958873623,Machining,133.33,69.0,23.1,2700,142.8955531,227761222.08609,0.92855222345,261707184.11674708,0.2016586983721644,8.092382624548843e-07,0.0018366198603703703,4.958873623
bolt,743.7473694,188.8658508,abs_plastic,14549114.55,0.002546901,91502442.47,6.289210397,Machining,174.98,2.3,73.8,1050,168.8658508,28663289.514791995,0.9155670746,83776623.57101269,0.1590024720353238,8.128169580214704e-06,0.005989724187619047,6.289210397
bolt,6979.520846,32.92062527,aluminium,20893334.94,0.015122651,135793839.3,6.499385556,Casting,401.56,69.0,23.1,2700,12.920625270000002,20594184.617853004,0.993539687365,134916568.64421505,0.15386069830341706,5.139791968456407e-05,0.0024071798355555555,6.499385556
bolt,7105.329192,54.49003493,abs_plastic,16948674.66,0.003045777,226766259.6,13.37958655,Injection Molding,59.95,2.3,73.8,1050,34.49003493,5854338.529018199,0.982754982535,222855671.49272528,0.07474072505273179,3.133327332087812e-05,0.012742463380952381,13.37958655
bolt,3118.329195,90.65681283,steel,128643635.8,0.004481052,34799435.48,0.270510354,Casting,157.54,200.0,12.0,7850,70.65681283,169576350.79200003,0.964671593585,33570026.880349986,3.6967161686842402,8.960861439238496e-05,3.445991770700637e-05,0.270510354
bolt,642.6833336,162.519311,steel,83457611.01,0.006689018,247915818.1,2.970559727,Injection Molding,461.13,200.0,12.0,7850,142.519311,342046346.4,0.9287403445,230249422.3091933,0.3366368941264422,2.592345008581766e-06,0.00037841525184713375,2.970559727
bolt,1092.962586,164.6650292,steel,68158627.81,0.01339551,146978107.2,2.156412356,Machining,442.83,200.0,12.0,7850,144.6650292,347196070.08,0.9276674854,136346811.11507562,0.463733198831125,7.436227114510019e-06,0.00027470221095541404,2.156412356
bolt,1965.380466,93.6783404,steel,131332311.2,0.015391384,67027245.39,0.510363709,3D Printing,236.53,200.0,12.0,7850,73.6783404,176828016.95999998,0.9631608298,64558017.289040625,1.9593869692218304,2.932211303872591e-05,6.501448522292995e-05,0.510363709
bolt,4175.906092,148.0757291,aluminium,173241656.1,0.014764326,173459532.4,1.001257644,Milling,276.14,69.0,23.1,2700,128.0757291,204139904.61248997,0.9359621354500001,162351554.35926247,0.9987439358507113,2.407423814777907e-05,0.0003708361644444445,1.001257644
bolt,1902.960978,198.6898178,brass,21653364.42,0.007628643,270388462.7,12.48713398,Injection Molding,375.05,100.0,19.0,8500,178.6898178,339510653.81999993,0.9106550911,246230630.13245744,0.08008242734833228,7.037877870223196e-06,0.001469074585882353,12.48713398
bolt,4817.853713,187.9670864,brass,51424586.82,0.005614842,94554238.36,1.838697094,Milling,69.43,100.0,19.0,8500,167.9670864,319137464.15999997,0.9160164568,86613238.39794984,0.5438633710337678,5.095333426151454e-05,0.0002163173051764706,1.838697094
bolt,3813.971416,41.67662799,steel,173056217.7,0.017738468,230383411.5,1.331263415,Machining,239.88,200.0,12.0,7850,21.67662799,52023907.176,0.989161686005,227886443.7469237,0.7511661389735085,1.6554887312275085e-05,0.00016958769617834394,1.331263415
bolt,7844.44499,174.4691299,aluminium,190046128.5,0.008726083,45551309.04,0.239685541,Casting,476.66,69.0,23.1,2700,154.4691299,246208346.14761,0.92276543505,42033173.50339259,4.172133194528278,0.00017221118679842004,8.877242259259259e-05,0.239685541
screw,6507.492251,126.4899895,abs_plastic,113045136.3,0.018097915,20816995.91,0.184147648,Casting,146.03,2.3,73.8,1050,106.4899895,18075610.817729995,0.94675500525,19708595.072061278,5.430425061749459,0.00031260477155947133,0.00017537871238095236,0.184147648
screw,769.1779282,37.00503785,steel,65424010.16,0.014270146,49203896.06,0.752077042,Injection Molding,239.73,200.0,12.0,7850,17.00503785,40812090.84,0.991497481075,48785539.00256612,1.3296510113796869,1.563245982110954e-05,9.580599261146497e-05,0.752077042
screw,1895.038836,179.7842112,steel,152815988.5,0.001272711,140713579.4,0.920804039,3D Printing,290.87,200.0,12.0,7850,159.7842112,383482106.88,0.9201078944,129471675.25522122,1.0860073999368394,1.3467348667274396e-05,0.00011729987757961782,0.920804039
screw,9912.86951,53.78996471,abs_plastic,184091794.6,0.017704556,146027766.3,0.793233434,Machining,182.77,2.3,73.8,1050,33.78996471,5735508.609875399,0.983105017645,143560629.76502144,1.2606629496872608,6.788345642180791e-05,0.0007554604133333334,0.793233434
screw,5421.944438,187.4810194,aluminium,158575679.6,0.003916435,32068973.03,0.202231345,Forging,68.83,69.0,23.1,2700,167.4810194,266947996.82166,0.9162594903,29383500.88291225,4.944831861365034,0.000169071346092931,7.490049814814816e-05,0.202231345
